Row ID,Issue shape,Persona,Expected value (ground truth),Round1 reply,Round2 reply,Round3 reply,Resolution round,Final workflow status
R050628,wrong-option,slow-partial,Complaint,Unknown / not specified,Complaint,,2,Closed
R050635,stale,slow-partial,"Confirmed per supplier declaration for substance, evidence on file.","Confirmed per supplier declaration for substance, evidence on file.","Confirmed per supplier declaration for substance, evidence on file.",,2,Closed
R050636,placeholder,slow-partial,Supplier declaration,pending,Supplier declaration,,2,Closed
R050640,placeholder,slow-partial,Not Compliant,N/A,Not Compliant,,2,Closed
R050641,wrong-option,slow-partial,"Confirmed per supplier declaration for substance, evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for substance, evidence on file.",,2,Closed
R050642,vague-freetext,slow-partial,Supplier declaration and material declaration,"Yes, compliant.",Supplier declaration and material declaration,,2,Closed
R050644,stale,slow-partial,"Confirmed per supplier declaration for substance, evidence on file.","Confirmed per supplier declaration for substance, evidence on file.","Confirmed per supplier declaration for substance, evidence on file.",,2,Closed
R050651,blank,slow-partial,Supplier declaration and material declaration,"Working on gathering this, will confirm shortly.",Supplier declaration and material declaration,,2,Closed
R050653,wrong-format,slow-partial,"Confirmed per supplier declaration for substance, evidence on file.",123,"Confirmed per supplier declaration for substance, evidence on file.",,2,Closed
R050656,wrong-format,slow-partial,"Confirmed per supplier declaration for cas no. , evidence on file.",123,"Confirmed per supplier declaration for cas no. , evidence on file.",,2,Closed
R050665,placeholder,slow-partial,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",N/A,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",,2,Closed
R050667,wrong-format,slow-partial,"Confirmed per supplier declaration for substance name, evidence on file.",123,"Confirmed per supplier declaration for substance name, evidence on file.",,2,Closed
R050668,wrong-option,slow-partial,"Confirmed per supplier declaration for cas no. , evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for cas no. , evidence on file.",,2,Closed
R050677,stale,slow-partial,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.","Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.","Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",,2,Closed
R050681,wrong-option,slow-partial,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",,2,Closed
R050683,stale,slow-partial,"Confirmed per supplier declaration for substance name, evidence on file.","Confirmed per supplier declaration for substance name, evidence on file.","Confirmed per supplier declaration for substance name, evidence on file.",,2,Closed
R050684,vague-freetext,slow-partial,"Confirmed per supplier declaration for cas no. , evidence on file.","Yes, compliant.","Confirmed per supplier declaration for cas no. , evidence on file.",,2,Closed
R050685,blank,slow-partial,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.","Working on gathering this, will confirm shortly.","Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",,2,Closed
R050688,wrong-format,slow-partial,"Confirmed per supplier declaration for cas no. , evidence on file.",123,"Confirmed per supplier declaration for cas no. , evidence on file.",,2,Closed
R050693,wrong-format,slow-partial,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",123,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",,2,Closed
R050699,stale,slow-partial,"Confirmed per supplier declaration for substance concentration (in %), evidence on file.","Confirmed per supplier declaration for substance concentration (in %), evidence on file.","Confirmed per supplier declaration for substance concentration (in %), evidence on file.",,2,Closed
R050705,blank,slow-partial,"Confirmed per supplier declaration for substance concentration (in %), evidence on file.","Working on gathering this, will confirm shortly.","Confirmed per supplier declaration for substance concentration (in %), evidence on file.",,2,Closed
R050706,vague-freetext,slow-partial,"Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.","Yes, compliant.","Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.",,2,Closed
R050708,wrong-option,slow-partial,See attached documentation,Unknown / not specified,See attached documentation,,2,Closed
R050709,vague-freetext,slow-partial,See attached documentation,"Yes, compliant.",See attached documentation,,2,Closed
R050711,placeholder,slow-partial,Last 6 years + current year,TBD,Last 6 years + current year,,2,Closed
R050717,blank,slow-partial,See attached documentation,"Working on gathering this, will confirm shortly.",See attached documentation,,2,Closed
R050722,wrong-option,slow-partial,SAP master data,Unknown / not specified,SAP master data,,2,Closed
R050724,placeholder,slow-partial,See attached documentation,N/A,See attached documentation,,2,Closed
R050725,vague-freetext,slow-partial,"Confirmed per supplier declaration for site name, evidence on file.","Yes, compliant.","Confirmed per supplier declaration for site name, evidence on file.",,2,Closed
R050726,placeholder,slow-partial,ISO country list,tbc,ISO country list,,2,Closed
R050729,stale,slow-partial,"Confirmed per supplier declaration for certificate for supplier entity, evidence on file.","Confirmed per supplier declaration for certificate for supplier entity, evidence on file.","Confirmed per supplier declaration for certificate for supplier entity, evidence on file.",,2,Closed
R050734,wrong-option,over-verbose,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.","Thanks for reaching out. Regarding your question, after checking internally with our QA and regulatory team, our answer is: Confirmed per supplier declaration for declaration of comformidity, evidence on file.. Let us know if anything else is needed.",,,1,Closed
